fare_id,route_id
529,19109567
530,19345354
531,19347286
532,19355139
533,19357066
534,19358564
535,19361995
536,19363047
537,19366753
538,19366908
539,19366979
540,19367206
541,19367447
542,19367448
543,19367449
544,19367456
545,19367458
546,19367460
547,19367488
548,19367696
549,19369172
550,19369180
551,19369181
552,19369185
553,19369195
554,19369199
555,19369214
556,19369219
557,19369229
558,19369233
559,19369234
560,19369238
561,19369241
562,19369243
563,19369250
564,19369253
565,19369254
566,19369255
567,19369256
568,19369257
569,19369264
570,19369265
571,19369271
572,19369272
573,19369278
574,19369279
575,19369286
576,19369288
577,19369291
578,19369292
579,19369293
580,19369298
581,19369425
582,19369426
583,19369432
584,19369434
585,19369435
586,19369436
587,19369449
588,19369453
589,19369465
590,19369467
591,19369473
592,19369474
593,19369475
594,19369476
595,19369478
596,19369479
597,19369480
598,19369484
599,19369485
600,19369486
601,19369488
602,19369489
603,19369491
604,19369492
605,19369503
606,19369508
607,19369513
608,19369514
609,19369516
610,19369517
611,19369532
612,19369540
613,19369544
614,19369569
615,19369681
616,19369768
617,19369927
618,19370079
619,19370082
620,19370105
621,19370138
